0	5000
1	4998
2	4993
3	4991
4	4986
5	4981
6	4981
7	4996
8	4993
9	4993
10	4989
11	4984
12	4989
13	4984
14	4979
15	4974
16	4974
17	4969
18	4964
19	4960
20	4955
21	4950
22	4945
23	4941
24	4941
25	4936
26	4931
27	4926
28	4923
29	4918
30	4918
31	4913
32	4908
33	4903
34	4898
35	4895
36	4890
37	4886
38	4881
39	4881
40	4876
41	4875
42	4870
43	4866
44	4861
45	4856
46	4851
47	4856
48	4851
49	4849
50	4844
51	4904
52	4899
53	4900
54	4905
55	4901
56	4896
57	4896
58	4913
59	4908
60	4903
61	4902
62	4897
63	4892
64	4890
65	4891
66	4886
67	4881
68	4876
69	4881
70	4876
71	4874
72	4889
73	4894
74	4889
75	4884
76	4882
77	4877
78	4872
79	4867
80	4863
81	4861
82	4876
83	4877
84	4875
85	4870
86	4875
87	4872
88	4870
89	4935
90	4945
91	4940
92	4935
93	4930
94	4935
95	4930
96	4925
97	4921
98	4916
99	4911
100	4906
101	4907
102	4904
103	4902
104	4898
105	4893
106	4893
107	4892
108	4888
109	4883
110	4878
111	4873
112	4868
113	4864
114	4859
115	4854
116	4853
117	4848
118	4843
119	4838
120	4836
121	4831
122	4826
123	4821
124	4816
125	4817
126	4812
127	4807
128	4802
129	4798
130	4793
131	4791
132	4786
133	4781
134	4776
135	4781
136	4781
137	4780
138	4775
139	4770
140	4765
141	4763
142	4758
143	4753
144	4750
145	4745
146	4746
147	4741
148	4736
149	4731
150	4729
151	4724
152	4719
153	4715
154	4710
155	4710
156	4705
157	4701
158	4701
159	4696
160	4691
161	4687
162	4688
163	4683
164	4683
165	4678
166	4673
167	4668
168	4669
169	4664
170	4659
171	4657
172	4652
173	4647
174	4642
175	4640
176	4636
177	4640
178	4636
179	4631
180	4626
181	4624
182	4624
183	4619
184	4614
185	4609
186	4606
187	4601
188	4596
189	4596
190	4592
191	4587
192	4582
193	4577
194	4572
195	4567
196	4562
197	4557
198	4557
199	4552
200	4547
201	4544
202	4539
203	4544
204	4539
205	4534
206	4530
207	4525
208	4521
209	4584
210	4579
211	4574
212	4569
213	4574
214	4571
215	4566
216	4563
217	4558
218	4553
219	4550
220	4545
221	4540
222	4541
223	4539
224	4534
225	4529
226	4524
227	4519
228	4520
229	4515
230	4510
231	4508
232	4503
233	4499
234	4494
235	4490
236	4488
237	4483
238	4478
239	4473
240	4471
241	4466
242	4461
243	4462
244	4457
245	4517
246	4516
247	4511
248	4508
249	4508
250	4504
251	4505
252	4505
253	4501
254	4502
255	4503
256	4501
257	4496
258	4494
259	4490
260	4487
261	4484
262	4484
263	4485
264	4480
265	4475
266	4470
267	4468
268	4464
269	4459
270	4454
271	4451
272	4446
273	4508
274	4503
275	4498
276	4493
277	4490
278	4486
279	4482
280	4477
281	4475
282	4470
283	4468
284	4466
285	4463
286	4458
287	4453
288	4454
289	4449
290	4444
291	4441
292	4436
293	4434
294	4431
295	4426
296	4421
297	4422
298	4418
299	4423
300	4418
301	4413
302	4408
303	4403
304	4401
305	4398
306	4393
307	4388
308	4383
309	4378
310	4374
311	4374
312	4374
313	4369
314	4374
315	4369
316	4367
317	4365
318	4365
319	4363
320	4358
321	4353
322	4358
323	4353
324	4349
325	4345
326	4340
327	4335
328	4333
329	4333
330	4328
331	4323
332	4321
333	4316
334	4311
335	4306
336	4302
337	4298
338	4296
339	4294
340	4294
341	4292
342	4308
343	4318
344	4319
345	4314
346	4311
347	4306
348	4301
349	4296
350	4291
351	4286
352	4281
353	4277
354	4272
355	4275
356	4270
357	4265
358	4260
359	4255
360	4250
361	4245
362	4240
363	4235
364	4240
365	4235
366	4235
367	4232
368	4237
369	4235
370	4230
371	4225
372	4220
373	4218
374	4213
375	4214
376	4212
377	4207
378	4204
379	4199
380	4197
381	4192
382	4187
383	4182
384	4177
385	4172
386	4175
387	4180
388	4175
389	4170
390	4165
391	4180
392	4178
393	4174
394	4175
395	4170
396	4165
397	4160
398	4159
399	4154
400	4149
401	4144
402	4139
403	4134
404	4129
405	4124
406	4119
407	4114
408	4112
409	4107
410	4102
411	4100
412	4095
413	4090
414	4085
415	4095
416	4093
417	4088
418	4083
419	4078
420	4138
421	4136
422	4132
423	4130
424	4131
425	4129
426	4127
427	4122
428	4120
429	4115
430	4112
431	4108
432	4103
433	4103
434	4104
435	4099
436	4094
437	4089
438	4086
439	4084
440	4079
441	4074
442	4079
443	4074
444	4070
445	4065
446	4061
