447	4056
448	4057
449	4052
450	4050
451	4046
452	4061
453	4057
454	4052
455	4050
456	4048
457	4046
458	4044
459	4039
460	4037
461	4042
462	4039
463	4034
464	4039
465	4039
466	4038
467	4033
468	4029
469	4024
470	4019
471	4015
472	4016
473	4011
474	4010
475	4008
476	4006
477	4011
478	4007
479	4005
480	4005
481	4003
482	3998
483	3994
484	3995
485	3996
486	3992
487	3987
488	3982
489	3985
490	3980
491	3975
492	3970
493	3965
494	3970
495	4030
496	4045
497	4043
498	4039
499	4034
500	4029
501	4034
502	4029
503	4024
504	4019
505	4264
506	4260
507	4258
508	4253
509	4248
510	4243
511	4238
512	4235
513	4232
514	4227
515	4223
516	4219
517	4214
518	4209
519	4207
520	4273
521	4268
522	4283
523	4278
524	4279
525	4275
526	4272
527	4270
528	4265
529	4260
530	4255
531	4250
532	4245
533	4242
534	4243
535	4238
536	4233
537	4228
538	4223
539	4218
540	4213
541	4273
542	4271
543	4266
544	4261
545	4256
546	4251
547	4246
548	4241
549	4236
550	4231
551	4226
552	4231
553	4246
554	4241
555	4239
556	4234
557	4229
558	4224
559	4219
560	4214
561	4209
562	4204
563	4199
564	4196
565	4191
566	4186
567	4185
568	4184
569	4179
570	4174
571	4169
572	4164
573	4159
574	4157
575	4155
576	4150
577	4145
578	4142
579	4142
580	4137
581	4134
582	4129
583	4124
584	4119
585	4114
586	4115
587	4110
588	4105
589	4116
590	4111
591	4112
592	4108
593	4103
594	4118
595	4113
596	4112
597	4107
598	4102
599	4106
600	4101
601	4112
602	4117
603	4121
604	4119
605	4114
606	4109
607	4104
608	4105
609	4102
610	4100
611	4095
612	4090
613	4085
614	4080
615	4076
616	4071
617	4066
618	4061
619	4056
620	4061
621	4060
622	4055
623	4051
624	4046
625	4041
626	4036
627	4041
628	4036
629	4031
630	4026
631	4021
632	4019
633	4014
634	4010
635	4005
636	4006
637	4001
638	3996
639	3997
640	4012
641	4007
642	4002
643	4002
644	4000
645	3995
646	3990
647	3987
648	3982
649	3997
650	3995
651	3992
652	3990
653	3985
654	3983
655	3978
656	3973
657	3968
658	3963
659	3958
660	3953
661	3948
662	3948
663	3943
664	3939
665	3956
666	3957
667	3952
668	3957
669	4017
670	4012
671	4011
672	4006
673	4001
674	3996
675	3991
676	4007
677	4022
678	4025
679	4025
680	4020
681	4015
682	4011
683	4006
684	4001
685	3999
686	3999
687	3994
688	3989
689	3984
690	3981
691	3986
692	3981
693	3982
694	3983
695	3978
696	3988
697	3989
698	3986
699	3984
700	3979
701	3974
702	3972
703	3967
704	3963
705	3958
706	3953
707	3948
708	3943
709	3941
710	3937
711	3934
712	3929
713	3924
714	3919
715	3914
716	3910
717	3910
718	3908
719	3968
720	3963
721	3964
722	3965
723	3960
724	3955
725	3950
726	3948
727	3943
728	3938
729	3942
730	3943
731	3938
732	3933
733	3938
734	3933
735	3930
736	3925
737	3921
738	3916
739	3911
740	3906
741	3901
742	3896
743	3893
744	3888
745	3883
746	3879
747	3874
748	3869
749	3864
750	3859
751	3854
752	3999
753	4015
754	4010
755	4011
756	4006
757	4006
758	4001
759	4002
760	3997
761	3992
762	3988
763	3991
764	3986
765	3986
766	3981
767	3976
768	3975
769	3971
770	3971
771	3969
772	3984
773	3979
774	3976
775	3971
776	3967
777	4212
778	4207
779	4202
780	4197
781	4192
782	4189
783	4184
784	4182
785	4179
786	4189
787	4184
788	4179
789	4174
790	4169
791	4184
792	4179
793	4174
794	4169
795	4164
796	4160
797	4155
798	4150
799	4145
800	4140
801	4140
802	4157
803	4152
804	4147
805	4147
806	4167
807	4227
808	4222
809	4217
810	4212
811	4207
812	4203
813	4200
814	4195
815	4195
816	4191
817	4186
818	4181
819	4176
820	4171
821	4166
822	4161
823	4156
824	4151
825	4214
826	4215
827	4215
828	4210
829	4205
830	4206
831	4201
832	4205
833	4200
834	4215
835	4210
836	4205
837	4200
838	4195
839	4196
840	4193
841	4198
842	4197
843	4192
844	4187
845	4185
846	4182
847	4177
848	4172
849	4168
850	4163
851	4158
852	4157
853	4152
854	4147
855	4142
856	4137
857	4133
858	4128
859	4123
860	4124
861	4119
862	4117
863	4142
864	4139
865	4134
866	4129
867	4124
868	4119
869	4114
870	4109
871	4110
872	4108
873	4105
874	4100
875	4098
876	4096
877	4100
878	4095
879	4091
880	4086
881	4087
882	4093
883	4091
884	4088
885	4084
886	4079
887	4074
888	4072
889	4068
890	4069
891	4065
892	4061
893	4056
894	4051
895	4049
896	4044
897	4039
898	4034
899	4032
900	4027
901	4028
902	4023
903	4038
904	4034
905	4030
906	4031
907	4029
908	4024
909	4020
910	4018
911	4013
912	4011
913	4012
914	4012
915	4007
916	4002
917	3997
918	3993
919	3991
920	3986
921	3981
922	3976
923	3971
924	3966
925	3961
926	3956
927	3951
928	3946
929	3941
930	3936
931	3932
932	3927
933	3925
934	3920
935	3918
936	3913
937	3908
938	3903
939	3901
940	3896
941	3897
942	3893
943	3888
944	3883
945	3878
946	3881
947	3878
948	3873
949	3869
950	3864
951	3861
952	3861
953	3856
954	3852
955	3853
956	3848
957	3846
958	3842
959	3837
960	3832
961	3829
962	3824
963	3819
964	3814
965	3814
966	3812
967	3807
968	3802
969	3817
970	3812
971	3807
972	3802
973	3797
974	3792
975	3787
976	3783
977	3778
978	3777
979	3772
980	3767
981	3766
982	3766
983	3762
984	3757
985	3753
986	3748
987	3749
988	3750
989	3748
990	3743
991	3803
992	3798
993	3796
994	3791
995	3789
996	3789
997	3784
998	3779
999	3777
1000	3772
